S1;S2;S3;S4;S5;Timestamp
230;91;5;180;137;2017-07-25T03:25:00+03:00
239;184;126;165;31;2017-07-26T18:35:00+03:00
237;15;100;119;39;2017-07-26T22:10:00+03:00
246;20;37;49;36;2017-07-28T16:30:00+03:00
323;109;157;162;98;2017-07-07T22:55:00+03:00
298;191;98;134;13;2017-07-08T03:40:00+03:00
270;176;106;172;6;2017-07-09T01:55:00+03:00
253;190;142;181;173;2017-07-09T10:25:00+03:00
268;180;46;176;18;2017-07-09T14:45:00+03:00
274;183;110;110;6;2017-07-09T20:25:00+03:00
251;65;86;62;18;2017-07-10T12:40:00+03:00
253;47;161;45;119;2017-07-10T21:15:00+03:00
250;135;95;128;171;2017-07-10T23:55:00+03:00
243;37;94;5;20;2017-07-11T02:45:00+03:00
252;61;38;60;141;2017-07-14T08:35:00+03:00
255;26;162;142;13;2017-07-14T12:50:00+03:00
249;7;20;165;102;2017-07-15T04:50:00+03:00
263;174;118;77;184;2017-07-15T20:15:00+03:00
256;120;90;2;43;2017-07-16T01:45:00+03:00
288;37;107;159;180;2017-07-18T01:25:00+03:00
262;191;87;70;131;2017-07-18T08:20:00+03:00
266;14;185;30;70;2017-07-18T09:05:00+03:00
256;87;153;180;30;2017-07-13T06:20:00+03:00
262;116;92;112;116;2017-07-22T12:20:00+03:00
228;15;169;150;171;2017-07-25T23:50:00+03:00
271;175;14;21;129;2017-07-17T12:30:00+03:00
228;163;11;55;39;2017-07-01T12:15:00+03:00
2;183;90;69;185;2017-07-01T20:35:00+03:00
249;200;129;138;93;2017-07-04T00:35:00+03:00
271;50;19;113;173;2017-07-04T23:40:00+03:00
270;144;13;104;115;2017-07-05T00:45:00+03:00
306;36;108;60;104;2017-07-07T05:40:00+03:00
306;34;163;144;175;2017-07-07T05:50:00+03:00
301;50;69;120;113;2017-07-07T12:30:00+03:00
301;60;132;147;191;2017-07-07T12:40:00+03:00
29;113;158;119;51;2017-07-29T20:30:00+03:00
279;49;14;21;183;2017-07-30T14:45:00+03:00
265;66;60;152;52;2017-07-31T11:15:00+03:00
264;69;132;113;44;2017-08-01T11:00:00+03:00
220;86;84;146;87;2017-08-07T09:35:00+03:00
229;134;24;11;62;2017-08-08T10:30:00+03:00
221;8;189;121;5;2017-08-12T15:15:00+03:00
234;13;124;162;136;2017-08-12T17:30:00+03:00
24;79;54;134;183;2017-08-12T21:50:00+03:00
229;71;174;108;198;2017-08-14T06:15:00+03:00
215;127;153;56;70;2017-08-09T12:40:00+03:00
220;73;12;125;200;2017-08-09T14:25:00+03:00
201;117;12;155;78;2017-08-11T16:25:00+03:00
2667198563;14;82;168;111;2017-08-17T03:45:00+03:00
263;1;22;154;39;2017-08-17T14:25:00+03:00
256;125;139;200;50;2017-08-18T10:20:00+03:00
246;147;189;63;30;2017-08-19T04:35:00+03:00
21;109;7;69;92;2016-11-14T01:00:00+03:00
274;63;83;58;143;2016-11-21T21:00:00+03:00
237;184;108;130;97;2016-12-15T23:05:00+03:00
264;98;124;22;115;2016-12-16T15:00:00+03:00
266;121;95;169;189;2016-12-16T16:50:00+03:00
269;163;24;9;147;2016-12-16T18:10:00+03:00
274;71;26;171;84;2016-12-17T05:20:00+03:00
281;1;30;154;77;2017-05-23T15:05:00+03:00
261;81;192;22;111;2017-05-24T10:40:00+03:00
291;99;107;95;68;2017-05-24T16:45:00+03:00
268;64;94;30;40;2017-05-25T08:10:00+03:00
305;128;0;177;30;2017-05-29T02:30:00+03:00
301;186;5;192;139;2017-05-29T03:20:00+03:00
281;157;176;14;30;2017-05-30T01:15:00+03:00
255;157;100;145;60;2017-05-30T11:15:00+03:00
2667198563;2;164;8;17;2017-05-30T15:40:00+03:00
246;115;44;19;192;2017-06-01T05:55:00+03:00
222;183;138;184;131;2017-06-07T06:25:00+03:00
303;46;97;76;197;2017-06-09T19:55:00+03:00
298;19;146;158;177;2017-06-10T02:25:00+03:00
318;64;147;85;171;2017-06-10T16:25:00+03:00
322;197;138;103;87;2017-06-11T00:20:00+03:00
298;28;60;67;185;2017-06-09T13:55:00+03:00
303;20;70;56;59;2017-06-09T17:05:00+03:00
304;19;143;77;67;2017-08-30T08:45:00+03:00
228;40;85;148;21;2017-08-31T22:55:00+03:00
227;160;192;3;58;2017-08-31T23:00:00+03:00
263;136;21;15;155;2017-08-25T08:25:00+03:00
271;143;139;183;66;2017-08-26T04:30:00+03:00
28;116;162;57;66;2017-08-22T22:45:00+03:00
233;3;95;43;43;2017-08-19T09:50:00+03:00
216;65;78;180;41;2017-08-20T14:20:00+03:00
229;124;187;96;120;2017-08-20T18:35:00+03:00
243;101;44;154;93;2017-08-21T18:50:00+03:00
288;154;50;41;198;2017-08-28T10:15:00+03:00
241;98;19;138;18;2017-05-05T14:45:00+03:00
252;18;20;123;117;2017-05-05T18:20:00+03:00
266;45;138;93;199;2017-05-07T07:20:00+03:00
271;3;82;112;21;2017-05-07T18:30:00+03:00
258;59;155;66;92;2017-05-08T04:20:00+03:00
253;156;72;164;144;2017-05-08T06:40:00+03:00
238;143;88;12;90;2017-05-09T19:45:00+03:00
264;62;112;94;145;2017-05-16T01:30:00+03:00
2725081825;86;126;67;182;2017-05-16T14:35:00+03:00
317;68;139;59;65;2017-05-17T23:55:00+03:00
193;76;180;88;189;2017-03-23T06:35:00+03:00
253;152;106;20;69;2017-07-09T11:20:00+03:00
260;122;11;91;51;2017-07-11T21:25:00+03:00
250;159;54;22;52;2017-07-12T09:40:00+03:00
255;185;66;12;165;2017-07-13T07:00:00+03:00
285;199;173;51;16;2017-07-06T10:55:00+03:00
314;77;29;31;83;2017-07-06T23:25:00+03:00
305;140;8;150;105;2017-07-07T06:10:00+03:00
256;55;120;55;1;2017-07-17T06:05:00+03:00
328;166;194;155;82;2017-06-25T21:50:00+03:00
301;90;151;160;117;2017-06-26T23:05:00+03:00
255;47;44;68;42;2017-07-23T06:55:00+03:00
252;192;77;154;71;2017-07-23T12:55:00+03:00
247;65;5;72;104;2017-07-24T05:25:00+03:00
268;63;36;53;134;2017-08-05T12:10:00+03:00
272;113;3;17;17;2017-08-05T16:20:00+03:00
240;138;50;68;25;2017-08-08T18:50:00+03:00
221;102;124;107;73;2017-08-09T22:10:00+03:00
219;63;110;58;196;2017-08-09T23:20:00+03:00
2136941910;80;131;160;54;2017-08-10T02:00:00+03:00
21;56;15;42;172;2017-08-10T03:30:00+03:00
201;156;139;5;196;2017-08-10T12:35:00+03:00
193;185;134;163;114;2017-08-11T12:20:00+03:00
201;115;130;100;68;2017-08-11T16:10:00+03:00
225;99;37;113;123;2017-08-12T16:00:00+03:00
272;91;44;55;169;2017-08-01T21:55:00+03:00
272;57;200;55;139;2017-08-02T00:55:00+03:00
269;43;39;124;70;2017-08-02T03:20:00+03:00
295;103;153;88;14;2017-08-02T17:20:00+03:00
297;52;83;197;32;2017-08-03T14:00:00+03:00
301;65;97;5;188;2017-08-04T00:45:00+03:00
293;111;74;13;50;2017-08-04T21:00:00+03:00
246;87;149;63;98;2017-07-29T11:30:00+03:00
258;184;60;99;170;2017-07-29T13:15:00+03:00
270;109;43;178;73;2017-07-30T09:25:00+03:00
29;153;133;17;46;2017-07-30T17:40:00+03:00
271;143;136;54;100;2017-07-31T15:20:00+03:00
284;104;192;178;71;2017-07-31T18:45:00+03:00
28;137;145;163;117;2017-08-01T16:30:00+03:00
228;136;195;120;121;2017-07-25T23:45:00+03:00
223;60;60;95;134;2017-07-26T10:10:00+03:00
225;195;50;69;162;2017-07-26T11:50:00+03:00
238;173;159;94;74;2017-07-28T09:55:00+03:00
250;159;11;151;19;2017-07-28T17:40:00+03:00
249;172;162;19;171;2017-07-29T03:45:00+03:00
259;140;150;189;9;2016-12-27T20:15:00+03:00
16;143;85;152;15;2016-12-30T23:05:00+03:00
140;47;21;156;93;2016-12-31T13:30:00+03:00
16;110;76;184;159;2017-01-03T20:05:00+03:00
142;37;111;10;32;2017-01-04T04:40:00+03:00
157;64;170;183;131;2017-01-04T23:20:00+03:00
157;23;141;104;56;2017-01-05T01:45:00+03:00
154;88;51;55;0;2017-01-11T03:00:00+03:00
157;134;104;197;14;2017-01-11T18:55:00+03:00
129;98;181;96;194;2017-01-07T14:40:00+03:00
200;68;198;49;75;2016-12-23T22:50:00+03:00
199;182;174;158;25;2016-12-23T22:55:00+03:00
2667198563;68;98;23;12;2016-12-24T11:05:00+03:00
281;185;65;15;131;2016-12-24T17:35:00+03:00
259;139;120;135;77;2016-12-24T22:25:00+03:00
223;134;146;80;32;2016-12-25T08:45:00+03:00
261;16;25;46;48;2016-12-26T19:40:00+03:00
272;192;10;95;175;2016-12-26T21:45:00+03:00
139;108;35;116;200;2017-01-06T14:20:00+03:00
153;156;13;126;196;2017-01-09T15:20:00+03:00
15;169;184;170;49;2017-01-10T03:40:00+03:00
20;113;65;44;104;2017-08-11T14:20:00+03:00
319;68;123;64;57;2017-06-18T00:25:00+03:00
312;44;22;92;98;2017-06-18T01:05:00+03:00
310;140;89;81;53;2017-06-18T02:00:00+03:00
336;60;126;198;45;2017-06-15T17:15:00+03:00
359;186;196;12;159;2017-06-22T00:50:00+03:00
368;179;142;81;47;2017-06-22T17:35:00+03:00
28;164;130;109;112;2016-08-22T22:00:00+03:00
347;25;51;126;34;2016-09-14T05:00:00+03:00
2136941910;124;130;144;187;2016-11-07T05:00:00+03:00
252;153;190;17;15;2016-11-10T20:00:00+03:00
222;164;40;172;9;2016-11-13T06:00:00+03:00
245;75;188;105;96;2016-11-16T23:00:00+03:00
232;199;11;51;174;2016-11-25T23:00:00+03:00
2088768578;18;18;39;78;2016-12-23T23:05:00+03:00
266;135;47;96;98;2016-12-24T09:55:00+03:00
211;67;144;198;65;2016-12-25T21:05:00+03:00
243;48;138;16;65;2016-12-26T04:55:00+03:00
250;142;45;184;50;2016-12-26T14:25:00+03:00
260;153;181;193;7;2016-12-26T18:40:00+03:00
259;13;31;162;85;2016-12-27T17:40:00+03:00
183;127;148;32;170;2016-12-29T17:25:00+03:00
174;18;45;138;77;2016-12-30T01:25:00+03:00
173;77;152;131;57;2016-12-30T01:45:00+03:00
162;196;73;78;56;2016-12-30T15:10:00+03:00
223;178;118;95;120;2016-12-23T10:00:00+03:00
207;31;77;41;193;2016-12-23T16:25:00+03:00
234;154;191;0;61;2016-09-27T13:00:00+03:00
242;70;44;151;30;2016-10-22T22:00:00+03:00
143;74;44;24;104;2017-01-09T10:45:00+03:00
152;125;172;166;97;2017-01-09T19:45:00+03:00
148;93;172;190;93;2017-01-10T05:55:00+03:00
150;162;56;159;20;2017-01-10T15:05:00+03:00
153;132;180;36;70;2017-01-11T12:30:00+03:00
20;129;8;24;132;2017-01-12T12:20:00+03:00
203;199;45;144;6;2017-01-12T17:40:00+03:00
204;132;191;169;107;2017-01-13T02:25:00+03:00
201;101;5;18;121;2017-01-13T12:00:00+03:00
189;144;8;16;111;2017-01-14T07:40:00+03:00
142;116;75;110;153;2016-12-31T11:10:00+03:00
129;142;79;150;13;2017-01-01T09:25:00+03:00
130;198;182;157;70;2017-01-01T15:50:00+03:00
132;139;60;157;144;2017-01-01T18:25:00+03:00
130;144;185;12;126;2017-01-07T13:55:00+03:00
132;59;94;185;130;2017-01-08T05:00:00+03:00
129;39;116;38;126;2017-01-08T13:00:00+03:00
127;168;68;120;35;2017-01-03T06:40:00+03:00
150;114;3;167;60;2017-01-03T22:30:00+03:00
15;78;127;36;75;2017-01-03T23:30:00+03:00
17;64;185;81;91;2017-01-05T17:30:00+03:00
170;156;184;180;144;2017-01-05T21:50:00+03:00
250;47;163;41;59;2017-08-19T19:30:00+03:00
2088768578;29;24;125;142;2017-08-20T07:20:00+03:00
229;194;58;140;123;2017-08-20T18:40:00+03:00
233;89;41;28;102;2017-08-20T22:15:00+03:00
240;161;71;1;72;2017-08-22T00:10:00+03:00
238;45;36;115;134;2017-08-22T00:55:00+03:00
279;77;84;3;194;2017-08-22T21:55:00+03:00
271;148;22;40;26;2017-08-23T03:50:00+03:00
266;183;26;4;34;2017-08-23T07:45:00+03:00
265;100;157;158;13;2017-08-23T08:10:00+03:00
262;194;96;192;149;2017-08-25T10:20:00+03:00
293;176;15;198;194;2017-08-27T11:45:00+03:00
226;107;19;29;78;2017-04-21T23:50:00+03:00
217;82;28;122;191;2017-04-23T11:05:00+03:00
219;28;59;97;193;2017-04-25T20:10:00+03:00
181;127;30;172;113;2017-04-26T05:15:00+03:00
182;29;181;6;136;2017-04-26T13:40:00+03:00
173;175;143;180;25;2017-04-26T22:50:00+03:00
178;4;32;83;146;2017-04-28T06:10:00+03:00
270;92;48;14;124;2017-05-06T08:10:00+03:00
246;54;123;4;156;2017-05-08T11:05:00+03:00
238;115;18;129;69;2017-05-09T00:55:00+03:00
199;157;164;97;59;2017-04-28T15:15:00+03:00
232;81;150;138;16;2017-04-29T20:25:00+03:00
219;196;86;76;53;2017-04-30T09:15:00+03:00
225;177;63;191;58;2017-05-01T12:55:00+03:00
224;179;189;111;180;2017-05-01T18:40:00+03:00
219;102;193;39;130;2017-05-02T00:25:00+03:00
213;113;181;180;82;2017-05-02T16:55:00+03:00
21;58;157;81;182;2017-05-03T12:25:00+03:00
250;68;24;141;39;2017-06-01T13:25:00+03:00
251;11;67;24;185;2017-06-01T13:55:00+03:00
250;100;127;105;47;2017-06-02T06:00:00+03:00
265;78;90;194;87;2017-06-03T01:40:00+03:00
255;11;139;52;165;2017-06-03T05:10:00+03:00
232;74;60;82;25;2017-06-04T12:00:00+03:00
239;168;128;130;33;2017-06-04T15:05:00+03:00
236;96;73;33;44;2017-06-05T05:55:00+03:00
259;10;124;104;190;2017-05-16T12:00:00+03:00
255;107;12;138;70;2017-05-17T08:15:00+03:00
217;89;162;80;166;2017-05-21T06:40:00+03:00
212;194;154;114;128;2017-05-21T07:55:00+03:00
317;78;39;79;69;2017-05-27T23:05:00+03:00
28;64;27;51;19;2017-05-28T06:50:00+03:00
28;187;19;77;14;2017-05-28T06:55:00+03:00
278;163;80;190;171;2017-05-28T10:10:00+03:00
29;18;175;58;182;2017-05-28T11:10:00+03:00
301;175;100;16;162;2017-05-28T14:05:00+03:00
301;133;186;7;176;2017-05-28T14:25:00+03:00
250;43;125;40;133;2017-05-31T18:15:00+03:00
223;88;128;178;59;2017-06-06T11:55:00+03:00
227;18;12;107;21;2017-06-07T13:00:00+03:00
251;68;90;114;88;2017-06-08T00:20:00+03:00
293;125;28;151;71;2017-06-09T12:10:00+03:00
325;103;73;27;200;2017-06-10T18:05:00+03:00
288;180;16;84;88;2017-05-22T18:40:00+03:00
283;109;91;8;196;2017-05-24T03:35:00+03:00
300;51;44;147;163;2017-05-24T22:55:00+03:00
319;147;148;2;84;2017-05-25T22:50:00+03:00
279;54;56;53;119;2017-05-26T04:00:00+03:00
2725081825;58;16;116;18;2017-06-29T03:30:00+03:00
272;186;84;136;133;2017-06-29T05:25:00+03:00
330;8;186;136;7;2017-06-24T02:45:00+03:00
319;12;28;55;60;2017-06-24T06:35:00+03:00
298;58;194;32;180;2017-06-25T10:55:00+03:00
298;186;40;164;179;2017-06-26T14:15:00+03:00
307;76;121;32;55;2017-06-12T09:45:00+03:00
309;54;144;92;59;2017-06-12T10:55:00+03:00
315;1;66;182;112;2017-06-12T22:00:00+03:00
307;68;74;38;63;2017-06-12T23:20:00+03:00
296;51;131;82;176;2017-06-14T11:00:00+03:00
310;139;194;188;185;2017-06-16T07:35:00+03:00
334;121;151;68;63;2017-06-19T14:15:00+03:00
359;64;79;60;113;2017-06-21T01:05:00+03:00
259;21;129;102;194;2017-07-24T01:10:00+03:00
246;16;83;47;75;2017-07-24T05:50:00+03:00
237;54;101;170;197;2017-07-27T01:40:00+03:00
234;175;14;86;178;2017-07-27T08:10:00+03:00
241;123;107;114;168;2017-07-28T14:25:00+03:00
247;136;23;23;164;2017-07-29T05:05:00+03:00
294;181;126;184;189;2017-07-06T02:30:00+03:00
298;1;47;166;48;2017-07-07T09:50:00+03:00
315;182;133;175;130;2017-07-18T19:00:00+03:00
290;79;118;159;116;2017-07-19T08:55:00+03:00
28;34;71;191;103;2017-07-20T13:55:00+03:00
276;11;175;170;87;2017-07-20T16:05:00+03:00
269;42;31;198;76;2017-07-21T17:10:00+03:00
264;111;77;168;59;2017-07-13T16:25:00+03:00
269;140;137;89;3;2017-07-13T22:25:00+03:00
263;95;56;178;20;2017-07-15T20:45:00+03:00
260;55;49;133;124;2017-07-16T00:35:00+03:00
229;28;27;105;164;2017-07-16T10:10:00+03:00
279;161;59;53;64;2017-07-16T22:05:00+03:00
264;93;179;130;158;2017-07-17T04:25:00+03:00
274;168;145;45;82;2017-07-09T21:05:00+03:00
251;3;50;165;111;2017-07-10T17:20:00+03:00
238;15;45;61;122;2017-07-11T04:15:00+03:00
291;156;61;107;8;2017-07-08T04:30:00+03:00
299;164;169;150;56;2017-07-08T14:00:00+03:00
253;187;40;50;154;2017-07-09T10:45:00+03:00
270;149;100;131;114;2017-07-12T18:25:00+03:00
264;181;58;36;174;2017-07-13T00:05:00+03:00
262;47;130;159;59;2017-07-13T02:10:00+03:00
229;26;155;54;132;2017-07-02T00:15:00+03:00
220;107;50;101;78;2017-07-02T10:55:00+03:00
274;119;36;51;91;2017-08-01T17:15:00+03:00
271;105;0;185;184;2017-08-01T18:55:00+03:00
217;21;61;136;91;2017-08-09T13:25:00+03:00
199;137;31;133;130;2017-08-11T15:50:00+03:00
201;33;186;124;80;2017-08-11T17:05:00+03:00
205;170;193;133;48;2017-08-11T19:50:00+03:00
246;152;9;148;155;2017-08-06T12:20:00+03:00
219;42;78;170;94;2017-08-07T08:10:00+03:00
260;80;152;114;155;2017-08-07T19:30:00+03:00
240;190;77;99;149;2017-08-08T03:50:00+03:00
232;73;116;113;67;2017-08-08T15:15:00+03:00
207;31;4;17;11;2017-08-12T10:10:00+03:00
239;90;180;167;109;2017-08-13T06:10:00+03:00
249;163;108;121;37;2017-08-13T16:35:00+03:00
253;187;22;19;31;2017-08-13T18:35:00+03:00
247;64;105;144;156;2017-08-14T02:45:00+03:00
219;183;62;65;59;2017-08-14T08:45:00+03:00
266;52;193;98;67;2017-08-18T13:40:00+03:00
297;20;42;12;133;2017-08-04T03:00:00+03:00
294;155;114;65;148;2017-08-04T03:50:00+03:00
264;18;177;163;72;2017-08-02T07:25:00+03:00
294;119;161;175;70;2017-08-03T12:35:00+03:00
219;179;144;61;7;2017-05-09T08:30:00+03:00
239;101;15;145;189;2017-05-09T19:00:00+03:00
226;47;6;167;87;2017-05-10T05:15:00+03:00
219;131;12;123;10;2017-05-10T06:25:00+03:00
249;7;43;199;102;2017-05-10T13:10:00+03:00
246;32;22;63;141;2017-05-12T06:55:00+03:00
264;45;35;97;152;2017-05-12T17:05:00+03:00
242;18;79;188;7;2017-08-06T07:55:00+03:00
261;49;70;61;169;2017-08-06T23:00:00+03:00
258;67;188;167;55;2017-08-07T00:15:00+03:00
221;147;105;118;96;2017-08-07T09:50:00+03:00
221;182;16;42;29;2017-08-12T15:20:00+03:00
240;43;95;108;35;2017-08-13T10:45:00+03:00
239;119;127;199;32;2017-08-14T12:50:00+03:00
245;194;75;122;105;2017-08-14T13:40:00+03:00
271;59;105;139;76;2017-08-15T06:15:00+03:00
271;132;30;169;46;2017-08-15T06:20:00+03:00
283;61;5;7;105;2017-08-17T19:20:00+03:00
265;100;162;130;144;2017-08-18T04:10:00+03:00
252;117;189;189;12;2017-08-18T07:05:00+03:00
212;189;115;41;33;2017-08-21T02:15:00+03:00
301;47;76;160;102;2017-06-27T22:35:00+03:00
269;79;87;123;124;2017-06-29T06:45:00+03:00
280;93;155;51;195;2017-06-30T04:50:00+03:00
225;9;0;98;7;2017-07-02T21:30:00+03:00
223;101;197;11;170;2017-07-02T23:00:00+03:00
221;98;92;154;96;2017-07-03T02:35:00+03:00
257;32;41;183;128;2017-07-11T19:40:00+03:00
268;107;166;179;39;2017-07-13T17:40:00+03:00
252;5;168;121;7;2017-07-14T12:10:00+03:00
261;84;141;2;161;2017-07-14T15:55:00+03:00
271;127;83;112;56;2017-07-04T23:20:00+03:00
296;52;12;53;94;2017-07-06T00:20:00+03:00
294;155;6;54;11;2017-07-06T02:25:00+03:00
318;181;117;49;55;2017-07-06T19:45:00+03:00
317;142;19;35;108;2017-07-06T19:55:00+03:00
263;65;45;29;79;2017-07-09T13:15:00+03:00
319;37;153;192;93;2017-06-24T06:50:00+03:00
327;40;151;23;24;2017-06-24T19:15:00+03:00
328;11;109;177;24;2017-06-24T20:25:00+03:00
28;56;180;199;32;2017-06-26T10:50:00+03:00
301;7;44;88;194;2017-06-26T16:20:00+03:00
299;185;55;8;144;2017-06-27T01:10:00+03:00
297;49;102;127;37;2017-06-27T02:10:00+03:00
327;8;148;121;10;2017-06-18T16:45:00+03:00
334;101;177;31;155;2017-06-18T18:30:00+03:00
352;180;188;45;0;2017-06-20T02:35:00+03:00
34;153;134;170;166;2017-06-20T07:50:00+03:00
354;154;196;65;155;2017-06-20T13:45:00+03:00
341;72;77;16;136;2017-06-21T05:50:00+03:00
364;87;44;136;88;2017-06-21T23:50:00+03:00
346;68;121;0;92;2017-06-23T14:45:00+03:00
260;3;28;195;200;2017-07-10T05:00:00+03:00
301;150;0;174;78;2017-07-05T22:00:00+03:00
339;145;56;140;116;2017-06-23T04:50:00+03:00
337;106;151;175;38;2017-06-23T11:20:00+03:00
310;92;122;14;116;2017-06-27T12:55:00+03:00
301;147;88;100;188;2017-06-27T23:25:00+03:00
295;61;149;108;22;2017-06-28T01:35:00+03:00
270;120;159;97;116;2017-08-02T03:15:00+03:00
264;9;88;130;10;2017-08-02T10:45:00+03:00
297;77;21;191;111;2017-08-02T17:30:00+03:00
295;31;97;50;150;2017-08-03T07:00:00+03:00
293;154;118;102;165;2017-07-17T18:40:00+03:00
293;72;24;36;70;2017-07-17T19:45:00+03:00
252;130;97;107;92;2017-07-28T02:35:00+03:00
265;93;173;100;186;2017-07-29T14:30:00+03:00
288;128;27;83;156;2017-07-29T21:40:00+03:00
2667198563;177;92;125;97;2017-07-31T08:05:00+03:00
265;108;180;162;144;2017-07-31T13:00:00+03:00
284;148;153;57;32;2017-08-01T00:20:00+03:00
265;174;132;152;91;2017-08-01T12:05:00+03:00
240;107;95;0;200;2017-07-24T07:45:00+03:00
224;25;97;98;126;2017-07-24T13:25:00+03:00
260;18;40;179;20;2017-07-23T23:50:00+03:00
304;164;7;112;109;2017-08-03T20:25:00+03:00
272;143;186;36;75;2017-08-05T06:35:00+03:00
24;130;27;50;131;2017-07-15T12:45:00+03:00
308;94;124;148;52;2017-07-18T23:40:00+03:00
28;51;170;91;90;2017-07-20T21:35:00+03:00
270;95;155;117;36;2017-07-21T01:00:00+03:00
255;52;21;26;153;2017-07-21T04:15:00+03:00
276;141;56;5;158;2017-08-23T00:00:00+03:00
290;52;94;124;28;2017-08-23T19:25:00+03:00
258;144;113;109;109;2017-08-24T04:45:00+03:00
269;89;70;75;155;2017-08-25T02:35:00+03:00
29;181;133;42;17;2017-08-26T00:10:00+03:00
28;88;132;141;52;2017-08-26T01:40:00+03:00
248;58;33;146;181;2017-08-19T18:30:00+03:00
205;35;73;98;196;2017-08-20T10:30:00+03:00
206;132;44;84;199;2017-08-20T10:55:00+03:00
215;3;194;98;11;2017-08-21T00:50:00+03:00
215;7;128;168;45;2017-08-21T01:40:00+03:00
260;134;90;75;30;2017-08-22T15:30:00+03:00
30;125;146;175;31;2017-08-28T02:50:00+03:00
305;149;55;116;23;2017-08-29T16:05:00+03:00
305;199;0;142;60;2017-08-26T23:00:00+03:00
300;91;113;193;108;2017-08-27T01:40:00+03:00
295;119;181;128;74;2017-08-27T06:15:00+03:00
320;28;174;79;51;2017-08-27T19:35:00+03:00
28;38;166;80;31;2017-08-15T21:00:00+03:00
257;67;199;120;21;2017-08-16T10:15:00+03:00
27;64;114;76;21;2017-08-16T22:20:00+03:00
257;93;44;15;169;2017-08-17T12:40:00+03:00
253;174;124;77;136;2017-08-18T18:50:00+03:00
24;119;21;147;122;2017-08-19T06:15:00+03:00
305;122;95;104;132;2017-08-30T06:50:00+03:00
285;77;115;75;49;2017-06-18T09:30:00+03:00
328;112;6;136;140;2017-06-18T17:10:00+03:00
317;31;183;176;58;2017-06-19T06:15:00+03:00
308;159;87;176;161;2017-06-19T08:10:00+03:00
340;164;133;148;127;2017-06-20T10:50:00+03:00
326;161;56;66;147;2017-06-24T17:20:00+03:00
327;116;1;124;85;2017-06-24T22:25:00+03:00
331;185;161;128;170;2017-06-10T21:50:00+03:00
313;16;125;36;191;2017-06-12T21:00:00+03:00
301;31;138;198;181;2017-06-14T02:05:00+03:00
285;67;125;197;116;2017-06-14T07:25:00+03:00
333;114;151;24;152;2017-06-15T16:10:00+03:00
347;45;130;99;60;2017-06-16T00:55:00+03:00
234;54;58;87;176;2017-06-06T10:10:00+03:00
225;74;142;94;94;2017-06-07T04:40:00+03:00
225;110;107;156;9;2017-06-07T09:15:00+03:00
234;129;91;49;64;2017-06-07T15:05:00+03:00
24;41;120;168;149;2017-06-08T02:25:00+03:00
365;93;108;83;153;2017-06-20T17:20:00+03:00
319;0;107;27;10;2017-06-22T09:45:00+03:00
188;172;33;49;191;2016-11-06T23:00:00+03:00
217;28;19;3;157;2016-11-07T19:00:00+03:00
251;39;69;86;66;2016-11-10T21:00:00+03:00
230;158;60;109;118;2016-11-16T12:00:00+03:00
24;106;159;80;78;2016-11-16T20:00:00+03:00
221;65;189;122;38;2016-11-26T08:00:00+03:00
188;168;18;98;158;2016-11-28T11:00:00+03:00
280;194;172;22;68;2016-12-01T06:00:00+03:00
240;64;130;1;139;2016-12-15T21:50:00+03:00
208;97;88;7;2;2016-12-23T13:15:00+03:00
237;72;129;85;11;2016-08-11T13:00:00+03:00
228;12;93;68;196;2016-08-22T10:00:00+03:00
341;109;62;122;132;2016-08-26T07:00:00+03:00
29;41;27;160;37;2016-09-06T04:00:00+03:00
249;177;185;18;198;2016-09-07T11:00:00+03:00
255;89;52;100;147;2016-09-17T17:00:00+03:00
21;125;35;72;95;2016-10-04T05:00:00+03:00
279;148;163;109;115;2016-10-26T06:00:00+03:00
296;21;51;32;96;2016-12-18T08:20:00+03:00
301;127;53;121;32;2016-12-18T10:30:00+03:00
296;180;36;128;102;2016-12-18T12:05:00+03:00
30;128;135;61;75;2016-12-18T23:45:00+03:00
2;168;142;87;144;2016-09-26T07:00:00+03:00
28;119;102;148;135;2016-10-01T08:00:00+03:00
269;61;63;197;133;2016-10-25T18:00:00+03:00
158;61;159;189;137;2017-01-15T15:10:00+03:00
143;155;102;61;196;2017-01-16T09:25:00+03:00
14;139;171;126;11;2017-01-16T11:20:00+03:00
126;155;34;91;133;2017-01-17T10:20:00+03:00
126;44;118;148;72;2017-01-17T11:30:00+03:00
118;149;62;193;100;2017-01-17T17:55:00+03:00
112;158;49;37;27;2017-01-18T01:10:00+03:00
105;28;108;77;81;2017-01-18T19:35:00+03:00
256;179;22;32;176;2017-05-05T20:15:00+03:00
261;72;81;114;94;2017-05-06T01:10:00+03:00
269;59;27;156;182;2017-05-06T07:10:00+03:00
263;64;106;169;17;2017-05-07T15:45:00+03:00
237;108;34;82;93;2017-05-08T16:45:00+03:00
238;67;139;114;60;2017-05-08T18:05:00+03:00
241;78;104;24;48;2017-05-08T21:00:00+03:00
211;170;161;45;63;2017-04-22T02:05:00+03:00
235;38;98;9;68;2017-04-24T02:05:00+03:00
246;20;36;94;101;2017-04-24T13:55:00+03:00
